mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
bh_aztec,1625300,5b16cc95,f32d3b7cc697328ef166413797941768,39a13b3c78a60933c48283241f8edb163ff64c0d,c9cff2c33ea13f5673aa6aadf0826ce2bd146fca41f82c2ba75ab7e4f478bb35,3d4c37d04dd6004ea5f18dd8b94f40c96878e8d52bd5ee06d4c90a23725f5b7ea1fa4fb9773206f4432d89e45a9dfed867b8054ed91bd0b1ccd3085e93f72817,746631a030ca3c41e438bd53d93617ef26b552c9411266b82bbc33ffd6d40706e426990e11f060b609fcff942634df65c798b10ea77a43aa42d232367ab23531
bhop_velstand,12208370,e6f035a4,bd70b7581c814c5d9c6d9c7596dc5a9e,6fad24fcbe67e2e9d6f502642c0f47204009f8f1,c2e7c9680c77b9b0118682c267615c81e2b8ed7b46b0dc1dfa268bc5c7dcc1da,17af4f4e3cd4671e24d3e5b9db0f966beb9a16d632bc77ba12e0996db142b4098f846c4cb1dd2c1c3e2901b22202eaed9d947a2a58d1f8c1eecd8d91f4e71011,9be710c25b39f9b07d59c8ba60454427f7dbac862a7fddf81e059b956db418c9abfbe3ca56a27e8457354148e387f14902475aafc98ae523abaf9ed945b63e50
bhop_violetwalls_small,48354038,e8fb6421,fe48ba531f6ab775efce09b597b40a87,94e320864abf9ba30a2dfee3879451be6e1fdc38,e1a9887c5fe5e90b585a75ec9691a88a641ecf914ebdd589f9ba2f14a22ba595,2b84e2a334d9a82062e6ce8a5b896c97f6d39df6e87c67cb1bd98f4575a5d5bf660e47d5cdc4c9036189b22d32980c1325e5fec5e6bbb66f00f1bdd9e6476bcb,c50057813c758d61216b62ee351ee45d1bb2cd9dec36f8db2c01d52047f12c247e6ca0cbc9c2d3d0994e32cee9807e7c5e8f61da25d468f129d83f8ee96230c1
bhop_wire,79871154,54cb082c,940e9333cac8644cd1471d70212175e1,1aeb892095c1e72985c2ce026b6a04a169b2ad66,1917ca43c0309dc3aced43d5372688b2da13111d915277cca5e541fe802e9954,a05329125f199907f34e0e7135b78a3b0cc608a6455274008727d7e329df6e7efc72726661823370d1b795e027311379fb143941cb46555488f7254eb92ba571,f9014e927f7d276007c0b5fc1a309918ab431fa458a50399fc4f4571fcadce3f2e01a02d3d9245d1462ff508a489bcd134c1d1c16f2d4f53b6896f86335d70fa
bhop_wuyan,62588338,39d3462b,55dbd7fff46a206a88f3bbe405afeff4,b6567e88d5fafe83f283f8553f29a608e461cbb2,4d0222c52d132ae5f9ee3f9f09d60b732605aa5ba3e3f24deeca1bd81db89c46,83d1b0abf039ee45fca73a6f32069bc62e0cec3cee09cd4af7b7f2c6ef2576b00cf4f0cc23c875b3c59d9145b8a72bfd796b53d0ad631a57fd7a38f85067dd78,ee711f1f02f3d513c1327f07984b64ce4a08ab1c0164e268d1a14a52cc25aaf76ac40d045cbf7a65729fa366d5b7302227087b9aa0ebcfb15f5a8740f10dfab0
bhop_x,64776842,f34b6aee,2aaf94c8423ed385706dce654509526d,b4a215b1b6b56ed255c653e67451f3a7574514cf,d87a70bcabf7b583d99f977c77705486f09800678999f262067295c04cd1cdbb,086ea72b84075fc5ac76db5baae740eb3f7ac42d1e033aeb7939f9f420152f9f2a43bf09fcba80397faae70e776aecbaabbb2bf2532505477a0ae1158a771f35,9f54c7c438a6b81db54239f31dae2b573de780755aee50362093997c49482283137a97bc134ddc54ad0db87cf1cc2e914cbb8c3952c05f7fd46ed697059d5b72
bhop_xboner,41463540,3ce86cac,c015b1e039802ea5da5cab477cfc3797,d574ee63ac4a3a78337fc130ef0f94567875b205,5852846c3c72043fe2bc32083a6ccb1c210a14aaefc9f942e2b936fb6eb01ccf,6641f56776fc62d8008cc1e29ea9ae18ac97ff0b4f683598921ba37f48ba29d03670823ac4aae021979c596c70e781873322681d39847a3298010f351951a428,3471086f77eaa24143022c077a6853a2eb8719abb8f15bc3eb5efcd39e90778ab7bb6af20ab83e4b6937084ec44b83328568522c9cff1941cced83ef60a1dba3
bhop_xc_desert,8792745,8636fe15,00d811a6d7328e63baa6fa8fc1c1505d,c1e58e68039697a6e57eff46bad040fad0392c82,547f1a2239137ca2325b9f4cd474bc84ab314016493ad422e04764ea45a71ae2,1f8010dd7e9ac7c1ad706dd17d8a8dbfb2f9f347ffa3b79e86a83ae90dc3ca9ba22fe714dec1cbb136ee17e1d985633cb95749d2882df26d6631937a85127f97,ee13bf987b3de1d19f855f4a88cb44f0637ef84156cdd1ef81b563aa0e0f0ce91e41c18c06b266e15c4571273f3d1787c2f119f5be9bea053ffb0c5bf8b26c1a
bhop_xeimon,6103381,c290770a,2b30d64eb0ee86d076861250347962d9,2ed39266290b44d729b17661c5e92f49e5634e1e,129a9e2e837d5016feb37add9e9710dc5d4d7094807f66e4d356e1c4699e0a8e,957048dc408846917c2967786d0c1930ed3bfab309927f2ef01d29e9a4709d46cb3befd6792ee6d2386fb07446e54157a04c4a4bb133fd0eebe6075dbb902680,4ad07064c6dfe24d0a601ce118764cfa49564610f42309d1d3407de9e88223a466c64d1a9279199a3d0d4657aa2b98aed3a68841aed4cc210487e6e6460c5d00
bhop_xenon,28390748,f89d6da6,39ae3440040c662ff2a8c5fc99eb9cd8,947a9c41ef744dd446d162463bb99d1924ba33b7,604c924652b1fc125f4a5c0ae818b87df3227db7370305f7de63d1895c679a15,5d5fdd6910b02d284fae9161082ecf5e5ab22d1c215b0c7f7d6271453813b6205db3182348dcb382e19d639956183d970903e2ce44eb2afde159b20c5e513f41,8faf9ce4fc68888f0fc56cefda33e684796fe2930c150f05716da9d84c4e483709aa888b0359273ee9dcaf23740195463ddfd4633f5cb3d08095808def86c9ec
bhop_xmas,108414390,79134523,0302314601501412637b222b8ef7bd44,f14a602fedb306a3441170d5a7335b06a7e45215,3a4f88657cae51bd18435d11da712c4c3cfef694fadc20fd459296b60dce9d58,271aa0e5caef53651c2277fd68b3740b88d5d5003fa2a5d6b34a1452ee5bea07d72c2eb4374df53640b48e622d69eadbec543d65a522d68cb7d22d3e0e47e37f,1f3466e3321028b8961ae5ec21743a7f6245825d5954dfdef0794d68b58627715f46c95f63cbc530a75fcbe59d7e6cfbff89cf9c5915c007a6569cbab2473656
