mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
$2000$,869920,1b58b3a3,08d39077470d1e512d5ae7a8990e4131,11d723eae41c2c8f6345ade9f3086bdb00dcc13b,42aae0ec0fa8274fc6d4437a750f06d6b6a2f8c30238c6d9467e2d64f0c5f945,9e6102fcc711da660e7f0cde91c5e32c9d7e2c0f5995c1cfd31aecb1bbccb235da21d4774a3800edbc9fddd7fa68d10ed1a85fb7eeb262757ed285bc8ceeafb7,5b381927ad679eb23452cc921b749bcac38bc0a892ad1182a546057bc3a37b94983f22d67ae8a40075b00a4611c4318e82cc427aeb7f99a54c210d94cd49545b
$2000$_2k,3321307,1e7a849,4c1810d7fc6ad2a871953a26c311648d,0cfbc94c3ecda7fd8adc57d1324df5166a459c73,0833ed3e6fc7be223509a1f657083c566e4496855040c34b07f2b369568a700a,f2ab1f47f5c8cdfa68ba1912b2743828ca2b1194db3f5b3eb63352337e101c58f11683cc36c309fbac9e4abf3cd483de4c682c342d261c103e31a2d82bc64cdc,3dac278b788a4f388e9f660eecf82625e347058fef899ceccfb42b910f3a7bcbfa7387a330c4452754c6d82b9ca451c8f7af0d5de7c74f3b3dfdd3a683654074
$2000$_cordobe_,2419708,634b095a,97ab9bf541ccd40066abc0fda2358941,eb2fd8f450168e8c5907b31736f19445ddc096e4,6ae5132c633f8754df1db4b01a5fd467124e9f49a7f36573f9b61f3454aad3bb,558ebb2a51646a4b3e13949b746420776390b49da641358d76ec3e680115fa3f55605efc548f915aab2b62f52bf546399691a0255a4dc3460d6195968b8b0f47,beb3ded33057d48290b9eb8d1b9d3b047af23e4a2a0ee9820fb33a97360860e09dfe189fdfa83879a744c5008043e2066ad84d2db3cc0ca91cf7eb607822af0b
$2000$_dust_bt,3140304,6d46ee47,46b2999b0eb1c66457e8cbf1f5e54fca,8bab5de067f16d0c392c2268193826e1b1498aed,12a80d5fb6ad333b5cc4b532b4cdb574cd40e8036291771a8c6946a16cd4818e,4d5fb7e21bcc429ad870a0e8e5c20def0751986b5b15a972ec31a3780da7158844076872ca3f41c0c735f93a7642d069f35985207a84ccb85ee47f2c18f8432a,591adb8dc5ed0abccf15082895bfa1c3d68df48421294cd7b72fe143a0752a4b591b87ce792983407a012df4e6d8f1f4c572b5699635d37da800d39a852e37d4
$2000$_external,1958464,97233350,9b367151a8f18e1e44aae7c77b8b0bf0,b08b7bf88e2fa0525b87aa02eb096a797af70082,31abe507f3e89e8a3e6a6406fdc6f255f0f1e1357cd8226dc83766adfe3a9b6b,fb34dc8ec52bab68a83e9688428e0ba5374ace7842a64eaa670a8e7a68786eed0bdb65e63759b559a7c34eeb3b9c88d3f79ca1dc67555179e07d21842f223afc,dcea7644da60a36ab2674f1f44b35d0c89a1e3cb59037eb0e82a439921f7c0eea2e7ace5ee4234436f814c1f0991bf6ac6a6ae1f20ccbce0935e6d4ca88ac8b0
$3000$,533316,35b5df44,811e869af26b162e5eb2d593f1466d17,eaf19679b118496b6589041a9563667e990ee267,7d10ffaeda4afaf5a42f789ac08607c8a4759b2e7006ca860db08119a3c408e1,865762a240d8db10bb8ed4eb94089ba80f67cd45ac9abdf572e548a29e4fc9a8cf9e73b041cf8e45c5aa40907efde458ea223e086fc4038770602960fb6d9094,b9802b6a5c9c21011ea33456d9abb4fb22775cef34f40ee05e40cc0f86197b2e81a93030f316511509c62690223e45145f1c8258675e0bdcaf83300a545d7f2b
128p_test_css,333636,e0fdb72,df9c0b407b35c40101bbfe0d5b68537d,14608ccb5dbc8141b556da6704f4f3aa3593de01,a4be5fc1a60bc172b3c93340e30795cd49c616980b0c91771d8e35e9f9adbf3b,851f8dadb1db8612cb1e336e51e6f8c7e0e51b9f91f7e31307516efb40a24391ac16f86d52f94548d9aaa38636d76a82121bf290056d60900162d19c5a9ab969,557b2adb5e1f18125c15ed27009362b925de6b1dc628d8e714c812786af42306208d9c8da658faed8dbbbc16b1c9ae42856c3ba6cef7d7e9953a358897e1ab87
35hp_Nailer,24844115,bb04c6d4,0956cc684eef5975015ef80b0eb3ce1f,28525e92d2fc6beea0472d8b2ecb0e85fbf6f56a,0f0cf9a115e49117dec0a1cbf59775f417a3baacdb5cfa6eb1e1c9fab8975070,d03943152193499751b2f718344419bccd4d7c8609191c1884a4ceeaf3f4582e0ff7e516dbadd395f6a0a4886e050292caf04664a25f710c0879c5561c34cf5c,c5b56dc42f52ed3356c3cdb87484cb123edf48c39a9d61b267b66b625ede8aab3e3b93d5e8086e539e9e81cc74b6eceb53135ecb270e556a278d1b24f3b2faa0
35hp_beta3,2193860,a7502c8d,a10a37ca796397b465e5d86b4f91925c,f613a7a6107969d1fa8a608f712058282047042c,277293eaad06c58a6ea009476fce59aaca4dc2bd19555a9d011193b2fd35b39e,92f36777f2b9d8b80a3e03d76183381ed20c77569d7b011605a302fcd630a68c86b85f4a416159383f4b66a0271c2efaf97a36a7b068e5dfb5764bf71d86dcc0,83503d0d7838686712e71736738615d34b34273f813a2731c52dbfafc44d3c3313c29fa517322a60110753050a3e73a5fadc9d69618a3b1686273ee52b1939bf
3_5v_rotcaer_okam_iivff_ez,99453006,c923d99f,5c03f5d1b4c0571301bd8b3358abc437,251eac58e6a70e1ed53f4f1ecc8dec837a7feb8e,81e94f03d7efe55fdebc5f50cd3946d8fbd3cce0d6f63da61d92976bd3653b68,29a083945e80b8ce8e53f0a90e17813a87cf285ba48e839781f0e6a914b7741639e1eac93cdd4be6c902cb8c5cbe8010b60826f9f1dd1cdae80ed99c46acc4b2,7d5776f7cc0a4a15a56c4183223965200d0a29ceea9000f126bede1d65e99bab30f598b8818ebd6da34b519083fc551e6a7c2a8a8579444cbfdf0b0a6a581e5b
