mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
Surf_Shimmer,55034908,85af90ff,8323fb40d7270baf1b245941e5a32106,adaff8fa4b835bb4ea98ddb1de05bc408bdc2ad3,1009260fc8e8b51c9d9a1148ee3a5e80caf4ce5617f558ce8f5d0cb6f3f54326,1bd30d40e06f8523f796c08b3199edf88b1ddbc7e37f719cd3de2c0aca8c1b07a2e0ff2d5fb32c82900ed27e3cadcd6ec98883dc3f58e108697049f6effd3bfa,55d6eec7128eea52e7e97c924d53e9f01772f9de6efa4fc6a471140f3df8a77b39adb3872762b438f5a294e2e80f05d9247c0ce84ef177373d327c1b10ec91c1
bhop_asendrix_v1,105239604,50210a6,ddb4c725b65f9fd108843590542d8ac7,9065b6a417d37ca28fd5e8ba4d1fbe0e90cb1029,496292f4d0754bc8528f789e48595f24908848297e098a4cfd7333cd7e168300,780208c25fe97b5c9918e4aeb34274a53b57e43aaa4854b0b7bf3688031017f6b16366a1bdc24a8392020f12d2f35de11007cf38820d2f3bb0698bfad09d6193,5931a215fede04e2c2f565acefa621f8aa69d99756772838bac6f92c30c1fa25f34461c43b1a0e38de153b2a9bc94a911e5d580c1bd5aedc691eba0c4fc39397
bhop_badges2,156609779,f7f7895a,6e5d22675a0029cbf2d274b256e9e44d,2f734be4595a0ed825938cdfaef06c85aaac29dc,512f184685337ad9f1ea2cdf71f1f8eb1a93c4cd9aafad97757935193d7a736a,596c138a54e3ffc8fba05e857fe6d83a5bf85aad5764815d36bf8f695ca370d364d22a35a96e8e5caae56ff0c3e8e3125b96f48d6cafb748797528220a949e99,8fe531436f57b7c2fdd5c2558a1635f77e1d0f64ae70cfca91eae5733face1e3398dd415f15269c56f4acbbdc9b05ee9b834edefe6d7565755059a4dcd3a1a50
bhop_cartooncastle_kzmod,22174096,3bae2ba8,a4668d5a32515021a5a13a39615e5ad6,55fe1cabec44e2ba15960260e60d1d4960c6bc6a,28391b2db5e0e597934f86f10ee3d7ecacc64667dcaf92790e24c2972cbe14e2,c72267b93c4d9eeb8e9b734bec6aef24a394868d49277d7cb4802bb78e4241a88855cac04ada3526e9836c749344ae9cee486e3615f970aa1e3664e966002ea0,f057ad13cb5d2a78ac3c46c30a78a40243a906bdbace08d49439308d8a341aba496ffca7139582dc3ab58654cecb2d642e720072093172104746766c13e74d34
bhop_kz_downtheravine,16680576,770c9fd4,690673f44546a5ad8e9d7e15033e734e,8ae8ebff833385133eadf40a75fbf232797f73af,125470d023d90d7f6d0b162a65aa2ae0f23e79fa03b430ab0240d59d4f928dfb,576ba75a46b94b13c2af4725bf14c92f6134fca239b6b60f92398cbd0bb98dcfb23c7d610570ba01cb0e4e0ae9ec03f46278689324e3bc26e06fb57cd78cef6c,a0d45d8b0084843c12e9321d59dcf749f89fd801c3e11aa1c3cc5c01078a30a48d295b86d143cf4f0834e5b1525502e45d5330af1e2c37ca0e07774c87ebd7a7
bhop_kz_sewer_ladderfix,56080421,3cb59fb4,e5e6c047bdea0fdc803fb4bc8886d5f6,eb4f7a0af376ad4b2375463e12dfc5af0c4778ef,8a8a2822cc25de8c1bd3fa081b3ae93ed2322a0b38764c445a8db7fdda0f8e3c,f9f9432e5ae2e7f48c0d5257084a4222997daee937c16578558c0b3f4e57bc64ee38efd54ba8df7aea2057323630b1ef26db52740fc056d30295471ea69ab51f,bbaac2f3c965077a02a511282f29ac5e617018685486da0e48c3289b8726ab7faaba63895f4da0087523a619ee2be48312871085e5e604a7e4dfa280e9b59d84
bhop_kz_tryhardkittenz_fix,49434931,7704d8f,96e63562c274bc9b76aa4c1609622ed9,8150b52f1036a9f41925802023a37e873d3672a7,508d2ec85f1751e7bac2c0f3b6e40311f270865710e6851c8dd2fed44e7b4d61,610f739b382722fd5e5e9097e8d0a3fa47464fd7dfefdfadbac507dc1e601f12e4b2aea3d4f78e2a43d29d6179d1553a2fd3c7f287957e8cb55b70911c79a42f,73bb7f8c409f57f60de6391d4bd406a85c21f585fb5356a10f510d4742ad82c82c0f95308d828513c772d67fd5ed7c4dfe2f64c3a98cf39322841811974e29c1
bhop_kz_zigzag,66156296,f0891ae4,3742e719073bd9e89b07f2f56c5de14b,98bbe5ba5b26b6b5ea06dbee8efa742cdbb00f6c,7a90007d568fd41b02fd9f4d1a824b5df0f317641101b6db64b5c8f085274766,8e90aefd5a535525a0bcbf05b5d0c9a8d82d9dd0384a269b6f959d36a39432ae3056864cc4e6d039e242dfaefa5d1628a561ad0659af037bd1ed93f73d10742e,5b83b9a583aa4d30a620bf65d87e2406a3053a214dd62876334a4346afd288cc383d2a81937d809ae0be06c8f4d8817cc74c04fdc3c64907dd88ff692c226bea
bhop_scroll_killa,17196204,5635d730,ebb992af27eacee98bd9b52fa1a92580,7ba7a466bb99d8fe79b4f2adafadce2c4ee4625b,1f9edc6135e5c5ef1f5bc3aea40f6bc7a670c6a9bb6b00f1b9b3b67b76e5696e,5d12d425866d919ac2c5321a84b846232cc395f97c7213e37765917d861c6fae217cae3be4dba34b7aadd56ffbffe1eb4fcc4c65f7023405423ae0b3a0c50461,e41f82ac2f0adc7400fc8ec3b51c8fc04fa5c65b8c9d9a9cec565664c5b12ebcc527482287bc35699c88903c8450f4d691f51938d83fd788e1a45f630706175d
bhop_strafe_fixed,26060696,1bdb3602,4b284497559c49fb672ef34ca2b26871,6da293960bc9298e6143a9d7ccfcb3f6097c6874,71fc7d5b89bb0657fa6b00f0dd3418cc261504ddc3cac13a376237065f342b4b,888eae7cdef9e21e54df4c53bb7dd8eddfa713d35bef44f4428184510a2256602cfa811ff8ce25fb870dfcebd2418a279896a8bdb6a08578c1a29dea0fd4e8c0,ed0f63590537cde19e9d317bac4d6bd9842757e02e641c270bc5168f37a9168eeb49e107ce112cf9e6e90763c1848d9aca78778fec631ba13c7e3e3bbf29cac1
bhop_wice,10363866,fcb38ed1,9ac3f54f21463b6e87866ca14d1bc3be,59912f46055ed6b98f21dd402486c4605787bf40,b3a47fb9fd73296c4f207bf1ebcd5ee106670d6477fb106a074bc668d48c9f02,f87c7f7e005a8af32d4bc1e3a470e5516c24e3b3b1de265a40b0dccc8d4e8f39fc6e847138db7b4e7334087061b27f5f5e5b837be4c40107cafded78b2b4bd2c,56d45d73d4724bb34cf8843075047e5db5be266c1aef3f02b31367d54f5da5fc57c5708c6005d57373557be19588c767520f45bfd37d8bf2c474adf387f6b6ac
kz_4youreyesonly,55902072,78be319f,9388c6ab6070703ca6d411aadcca3e0b,f08de8bbd2a865470daa9e3e6769d9a8e43dfd0f,47363549c64badc4587782d498a1b95aa1945eeb1fa4ca5292f8cc9a1185c690,9ee804de27eb3fea5ab88404ceb16cf08f364a653617098c72c30aa552fa5fc59aa61c75997a1841ebbbabed2a14fa7a32aa19ae7223e4fef9505808e919ae7c,3f6127d2872939000d55a53e554a65fe9e935dd31177d64d4908ccca79453fc029ceaf247cb21da6df27a17e1d60903266c161224bf9fb576dfe40def476f1bc
kz_aggressive,145656784,89c6bd67,7f980f548a42193c1ae19875b30d8132,bd85acc1969bdd8ac8880fd878bd07ae3e40b23e,fe7e9987b531f7077c2bb3f908574d190e02188ba8227f7d102a1abab55853d1,9e4655f96948981b1e847ef97b25f159a04489cb2af234dbc2d31960eb401fdca6a5cbb7afb0009ea2b8ca7af0a7961f32b9a6c0795b650fa0683400fbf85515,1979be9f4436341a94bed2fc488ae7b2b313c221be7318d89c134b1bb7370035bf32b24c86f9398bde1a0d8847f768c4ac229fdce9809f934a6dd3eb9599d6ed
kz_aggressive_ez,145040836,68c9b9c9,65672abac20bd0b338f19b081c4845dd,6cde88be3c04ff2c9a64055cd52cf09836378c75,c3d8c9cf47ad9e7d6d9d961124191d2559810d163456743a21010f8834113d87,a57913f882b66d80e6e8326d58fe21dbc8f46ede9440b8fe60fab6c15ed90498ca71621a4c393a4414755e5bb87ab71285ba283307cda592d4db5b90ab3e0c22,2e20e4409d6411c2cb8153539087372d08ccb414abd1ab8587cccf293d180c45998c1a11ed1eba0aa244f80eb63aa4d95616c3adfe169345aa43788b6e88ac61
kz_ahorma,8232862,512aeeca,f70f3e7a140093de8e896a9b476ffd64,165c28d5a6e3f340a3767e110a43a2d497ef3ea2,09f4dbde3da93115f8ef5081209e1bbcde5220a2866d1354ced8dc06ce501707,c0cf7976c0cdb930a9f2ca32877274cea84b9790d6eb11da678d2acef090fa264ac6bc996b6eb23d5e0256f30b4ac2f6df35214207e26cac44456e9180c46afa,82dae37e8ee592be2d2ae1f5565a15851e76e0cebfb28931bf8291e96ba2d07f136c20707b7e5ff6bdf18115a0b28188a9062e45089a872b76531cac9628feb9
kz_asendrix,115771504,6976a0a9,61bb216a702f6c5838aa7428a31cda3d,ae8c1cc95ecf38b59e3faa8b23a5d15e8b8a77cb,b02d55be5412567f27b44de15295f603c765bfecfa24da8798e26ca64bdc5579,328f94a0874ad5c1192bf9f5297293b1bd5a42176788751b6bd8df4aa170642c1a0d8e95dfdcf41b4d98f39a500444fb8282abafa9142feb355c38843abfc76f,5e83d733c0ff529ad861314afb3c2075fcd4ebb0ae592c642f46f53c9c8287f0d419c1e7b7fd756e29fbd56fc21d6f87d0174f7a927d41270047b1e449c5030d
kz_beach,47459468,ad2b8aaf,f04641c635763b9345b7e4f73a838a5f,edd302381dfed0f9a05c6a7a4de256ec33f52817,2fc158727f638e571610c6397dfd9660df0d092d9af86ba7426e6d62c0ba62d5,6cfedc00d2d306d9a17fc1674f7bf86bc559c581dfb369ba0858d2f9d63bf9a6e5934c959fbaaa156c2613a45a23be11c6ddef4d4ae6ef9b9e581932f576c584,492b46fd733cc1bb589d0efd7f15d9d69e1365b4a4ac5680a2ccaaca54fa2205faa6071ed03a787a6dca6b55e3c002048e5f13d94c6ae30286292015a57c743b
kz_bhop_Itriedandfailed,2842248,9af7e2fe,1ec0e1be0bcabae5c54f7be21450516f,588ec96ea37e7d61ea1abe9b73805027c5b3f6a6,1a5cd8e69754ecd6cbe8d4e6b0530bcef4f8ac23aafe07e1c1c3a40c0293e129,d3ef851eb67743216c8e86347969e71245d0cb2be191da34acd8d6d16ea00d4deb2797b8c0121ad8b8ac05373c8e1860f69d184ea28cc2edef02dfb19b051199,9b65a4790b5ad17f8476832a2f06dfcc853981a7bcab87ecab5992209cff9dc3dd2eee1368f8342b42b7b249cadab013cfc9ceefb66570fcd23bad54dd61fda6
kz_bhop_affinity,13521607,b6f1ad8c,3a3c297fbb296a5ab8389d74e825d7ee,4cd58440bf37d9302d6c45fc8158efdee47236c6,6c018e3c7a0a555b1e6e9fd9aa43f8b77d33197f06f0045c582692043b7f7921,e953aca7a6533700c95155d6080a13cd4266de2aedf953824ccaf02be7175bd463f33169b1101f3d3ff342c8e533032d01dc46062542c680e6794437e936a112,fb0b2f41907f8e64a8f447876c99193efb3baca0163e98f75264058659415b8be076a1baeb98a1299ab5574fa6d00c458f4cb09423d079021b41af753224c28e
kz_bhop_agartha,294830441,3114efa1,978104b7dbe6b53c3a31bf24b45171eb,7aa25d15e597e083b0407232630e51183ea1a000,3917dde934705be4c66ff317902f92348086818b83612d9e4fd49f47e57c8b29,4c402a142aed46116ffe22ee604cfdb53098f06011ae46c92e6fae94c4b7bc2c484f4dd2d97c1b525601416a6f164fe6fce0514fd6ba991bbcae3fad591f9f38,97de70af8d4eab2811129ba02c0a0fbe56e287729e437909b570ba78db03470b5f05058eed4d9f625c1170ed3ff78b242218e97a8a96b067390805f78b4c6b80
kz_bhop_algetic_fix,146358207,47d74725,56f1f70b75ccfbb944b6b3634f9130f1,c6e475d55a4e29cf9d9a7682b624f1c1ab6720ac,c0e0c7968383c1584923d2a2f785a85192e4b60ef6ed6cc74922f583744a641b,e95671ea855602e1fcee4b0729320cf5a1a4e59ff9e003e6aef0e5e31ef6aeede6439c747b28c1ff636f808570d0ae4e833e4dee6558be8ba7d70613be65e1df,bd1c157726d2e8496014fd01b60f0b95d71c829ba72514b53acba7eb71344332123cdc2c0ef5c8362c2df02253440fbe5bd7cebde6d85709e2f2eb771ff0564f
