mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
bhop_beyond_fix,134727217,ddb9d254,5069de330c86ac0dea8d9da4ebad3043,198fa6567c5ec5a98e08a845e71ba9a4464c01f4,672bd78f31712bf8d36f0765f16eefbe84537fb71531c85e6c4ec61fde6c4d59,f83f4598967acd777563760fd5f7ee0e1bd56f0f7280fbf5b26e6448dab9601c2918dfb5ddc5ca20a8fbd854578b1e3b5aa7e7a4f2b8dda241b964015252a450,d3b20787f425a1837021e4736fe4bdbb0e94fb0bbc76b1d31b8e6e95988ce4a65eb4d0fbbd300664a0f758a6c79b850e901011cb8d06af86b6b878f5f31d1f09
bhop_rin,39395984,b6b231ad,c5315b281d4afb1ff1123bcfe83f16f9,259a356347260fa928df84745da541eff8e57edf,d1d7661b3a8bbf742a168a5f4ff8e9bf5956a6c4bc4c6f2fd7055d6766c803f4,685b2d6fc22cadbc58c4e9a268b2e44a78ef12810a99ef4941f22158745db6fa66b8781439a84bc32dc5f5285cd294de7a9135d44adef8a050fe35575af3f297,0c51f45561ba9f96e97fbdfda5dd47eaae654e61b5bae1490ff192083c684d3a7dd59604765ff8ed229e64866e253a8fa8b0e888dfc5c79d1d647f79cafcda67
bhop_serze,86282387,72aed150,f57a7cb141eec5f11b2d14606d343c35,0f4fd9109e7c5aedacbfa1a1850490fd05b3c2ec,c9c39b667a82ffb17a5e927699ac51ba17aa4372851123bc4fed5a77e6a49844,80ef050225cc0ea81c78b635604b1a1bcebf3498e97ad89beb92d1407febda5b93a7c4f3d8851e5766d4197441b0be4e79b89b0aae330a3df345b2149a7e5100,e431a6c2e6eb44386ed9f5366e1ee87e925725092b64b06abbe918645513c31a509bc070cd56b993ee159b2092fc06ed041029acf6ccd18cbccd15958ef964a6
bhop_slate,48550088,36adaaf9,19543b5d705de60ccd467a2e18c03860,93b5f9396d4207e7994b2d98a8b239c75466deea,d31c92f7f35f07f7fbed8f6b97aef04d186d34a0adcc84a59c7889c89ba95548,29893f2a3e58f3f304c88900d75aebc28324ed2980d291fde7ffc74a3f9e0ffb99492c9f1b0e4a3b9f625add5d4b029a9284c1dae662a6364bb2408ac490089d,48d656dc022e187624dab385f72933f99248154fb5cd97a5cffed5ef6f68711ee70f7e129c8373f1c82e446323da48ef5dcf49fef477b502abcf9522d07d2d88
bkzs_world,219338151,ba968c48,006da7dfc0874cb8bf204e819a2836dd,e68955f56cc6fbe03205d94d89f0c30dafa04cc9,21d6c6a132670b6e0f280a3bac6575ec945f78301e3a6099883e5a6bf7d28940,172a69dc5ee8911c102ad86c8a61b730709bca96201db8f256c9e73b8eb289950694dedf52583fd6cef779bcec16ca3c314251e399a864f71bf0a98d08aa11cd,555c9d8121f83f518cb43631abac90eb1b0e6bd30994a07386b8d4e17da2fd69a7741cfe3ddaf285bf0ef7e4beb335dcaf97f72992fd28a7a7a29891f9b214ec
kz_bhop_benchmark,126778068,97f73531,5dae8849d114f488cc974c9a3cc83ddc,fa14bdc22a55764a25ffcf31282ac72b42ef2943,06aa9aa60f798a37eff57c22088ae5e804a0644e4e3b75171c718197614bb0af,3bb52bf3529459f55d98f683a74658c6b230bd8999c329bc1fc7eae881df786fb6d5622c9d74ab9a32723ab8e8687e934de462ee8cfb6dbb122adc678af4bafc,679804b74b6eb4ffde6520760dc136807ba5fe6d1a5a127ab625bdd4465817aa045659dae49eb13a60134539f32fdeb07f28a5b793248ece5423f1619115aa15
kz_bhop_lucid,89914155,d76964e2,dcd4f17efa0679eb8cbac6511290f3d4,dcd519025fdaf2fb0e841462bd97b05cab860a71,255f63f167aa02b0ae8eec6ba8aae911f66bada798eadd3c519489244b02a565,4c10b0bbfdf62631ecf4d029f3226ac41cbbc81b9b32fd202c28d8b8167c4502780101ce42743b4522049949820a3550cadf1482e1525e966832c8a80916541c,844800dfb28c6e5db9729f01768fc1f4bd4ac2fdf5c59e882584b28791db41b50397a44ae023b5284b6ba6b84606a15aba5a62c269abd08f5a65f71106a25e63
kz_bhop_nothing,120653618,2a63941c,f2301a9521d1ddeac9c32bf5b5116bba,7959fb85a17df039e12d200315120d80ee4928ce,be5f68e3903a5a327cb8e4db27701624ee96f5fa7d0514f1bdfdb94ac8af1843,206d948e3d323e4d88a5e372a4e2819b36ed9a0f3e207fdb02e730b1e03fad3a3180dfb24fe7423b2127a561b4b5ee23349f6590902ea6f53357360c16eacb64,50e21a3fc91c96f454cb98951d60a17c649a96b5c98f940458b6e3e2050a0043109423e51b4df477965d771ff58403af736cf1c67c0aea75e9bf2f1379f484b5
kz_bhop_sakura,34339902,a76a5a50,251fd6aa3605a66e74c3f1a22f49245f,aa924b90463d0a6c0229314837d23b92827c1ab7,7342c2c6a460e65c8055d4f5846314fc802a46a468f7335f43adce45fe395c6f,f7fa6195642ab5a95c0b5975f5cb8c0f7e5e393295873d1372524e5623f9aa4c89c6a546eabbd30ad9c5a35c001cc757b2490349ce703d1d9f34117751ea3412,338c6df0482218582d65c43dd7b11329eca5bba1c953fcbca905a964b7c5943b0e1261712a3b9d9333392849acc1e97993bdb7fea83bf9bcbbefb387c41ba3b1
kz_bhop_waterwood,21919557,ef9bc8f5,17656eb18a5e8d9afe098c48a3e8f4b2,9f9e5b187f8b9106e98b6d6eb5f201829624a599,8e8d13ad1afb77cd8b68f247fe2aabd66bb3ccc73121432dd74bbd623755c261,e70261dcf725176a8a1414eebb5b24160bc940c7bbb99a88967e7e4cfefd3c3a87d4b241087f1b4a39efbcb4c47e745bc4adda5e73a8da4aa1c47440a0b8ca7a,88b327497f987b211a2a4b08217103e80ef30e10917b9b10c883313f500b61dbd27b2f62fbb494f877b68bba7b176ecb25520ff60d339f8c310e84fa7bd17baa
