mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
bhop_Global,3130464,c5226777,358333f1a0d43a621ce4cc7ea053202d,191f342b519be52e4f455012be5444d3e4a6d954,41d9fcf57dedfd77642fbd49ff4a15060d7813c9b7415c90485e31c822f2978f,60aaa7f2fab2d13f98b54d11a7e0da3f6727833118009c13bf5a7aaccfe8c34cf367d607fa78179e94104b34669170ddbd721db967407439698e1f661402644a,f93c7ec79a632553bb79dc1fa7ee1994591a31ecf532fe44bc0ec48723c5383c6f064ce11223175d801f60bee6e5979d73787a46f126abb2eccfda41f40607fc
bhop_aimer,151082056,4c8bcf3a,c6a3b3e6030a5bb7f762fddcfbce6e6e,6be68e6b40b5a1d8560b0687015063c6ba929290,e32dd4edef0719f3240e5abb4e7bbf8ca3f9ca2e54bf305f097f97a5c8fc6d97,739133d28222029590393f78684c2a0ff2f85b1a0a8a81163df25faf0e9894d4aaecbd1e5908140c76c61bf5add3ae08e247c0f5425400d3ae12a8160296e365,d0180aa9df1ce0d5b8ca68f8daebaf881da671a72dca236d99799cec9073e27e5e5d869f54100eb12ffb11d8ba9b89c1880e9a2e4a81295dfa5add84e4e5bd97
buses_from_hell_fixed,2531380,35ebd6b3,cad01c3d2965e9bab3d05329b908e557,6dc45740b903c98f455167d364d98be4e48f9472,ee2f1cc3a6ae93877f59ab1ab82bdde9826d7b9c2cd4a0242f536fa5367a67ad,1b8040541aeacc2b3873525758c12d5ce66f5593743c19d31467f0d7301780fdd6defaaf013dbcf2e9e60f60b1df60520355c4118bf708961551eb7f2f83c53a,1d6133e63b6992344ddd645213a6f3cf3f919c0050483607e44b81248a9837b09cf7306683f849fd0f98fd33b844062cace56ce4dffa090ae06ff983976c2445
mg_100traps_v3,53365244,2e29d0ff,8fa74c228aa392abef468956afb5aa59,d068c6c868ba0f3bafa7a9517513d96b74722c91,f5c18f62871aadb4eb076316fffeaaa2ea448ab1f839e1b6b1e127d7dbc0c8d1,5df200a503299043b33c2b321f0fab1e541fda2e3eac155b0aab8205e86344d0b350b1933fe8db74ffcf9560ba845efe3db87280f5b4517e23a13d98fbc313f1,654a4d817c1a6d8c759df623125b6d50fe55cd75cc29a386f58f117a20613c1fea1bd6dccd782420d7133fce757295db2d3a1d39a5d7d2b1492814632cd8726a
mg_rota_derp_v1_1,4849664,3af637e9,01d2ca063356e70ea268e9d3981df452,6e9b1e3d3107c2e971fdab888b80d9b8c1fd12c4,61cf9df15fc0182489fb83f09cbedf5e056cd938f90099ac97a24f877868b966,4962ae5a2a0efaf8e3544be4b294f779c7ace0cada60370f5acb7e9d8c6a4c7909e0b6f69ccf0ebd9581982e6e4cc6c53cc77cc6bd81bd1bef4589a2fae3a7c7,96c1acb3973cdcc8731b0e83f9ee76407184e0fa11bd7ec176816a78dccf715c2c67fd685165b9a7521d3be673dff850d13f22897c13922340859b28e10e6693
nippers_opus,30199016,d59f453d,cca3f45322d139a11fa80b4322347747,436e7d912051325ba3187364f47426bdd184c9fd,09774bd9b9d17da803a306024fd5fd679e14f1cc4df0ac51e501b8f6fdf051bd,1e6a095a5b9a064dd0e91f0494c721d0491e7e910b2acc8f917bef3d1a102671e0380373d8d577837c06a056ea3f825b53f9bc949b68b3872eeb3cf38ad8db79,24313f99e9a17914ff8de425a5b4240740cb7c8b1d0df0b53bf4a4587c24c63954e0255a69aefc459729da547f771442ec9e80641d48b9b5f10cafa552969c0d
surf_10x_final,15962572,cc742629,ce860a58e7ee30e481265c272c911c0c,05db779a1fb27fc43c15c2fb13beac61b875cb70,8bdc37c7e420d942dfe8347e8e13d17f3f588aca5212c7b50c323cebf066bd38,61df0ded2df30e7d4385f9cbc190094a3becf07b0f8a24a68ed4827ae120f1dcfa9df319eb3ca68a8f17d935aa06317ab00fcc93471d54f1bde0a27f9508dd8f,f125a264598158a4ea8a281a7c04f282cddc8293269515e79c470df80a58c4a575bab8ee2451fa3c17c9a72811f412a3055eba226bff1afe101c543ab771c2c5
surf_10x_reloaded,2946499,b7f513fa,d15242309b042b4b8c10ed20db4dc731,8fc36c2ace5e84fe8fdecde6ebf64c43aa50e9e3,670a86b28671e133837bbe58f6abd194fbf47e0a4a1f60ce5e4a3b3a3f6d287a,4f91044cd5c3cf5e0004831f9b27334d024ebfcabdaf2a56849de137c6134c0122ef53a527c148b543b09b75de33c8c07583d4ca06adc7a48fa810b06c0e7d1e,40610e3f4ef7ea74c65d01e7550d75e97f859af10db297a03fdbb539dda3fe225b394d05e6b5ab45249a992e9748afad3fd66d5968bad19100a9ebef46f94654
surf_110b_austinpowers,11209156,c8eeca08,1bd847a0995260cde73385fdad40b59d,3d1539c788d36df4c11f4f82a8867ae7b9712c48,23d2c56976882579d1814e6d291f724f2136313c198f26046f9aada92d790efc,9748f836a84e252f35532e76e30ada7bf6e361651d97a725c5e5b9692252b33addd9c5c2f45730e8899afc4b4095a6a227258f3c319fc8f63ac47c082587ba1f,b22ae8a32e267e0a01d6602493b12c63fd20d5641bb31df8fe63aef891748104ac5d0415a1cf0e9f562e0324f3e5630c018306563b4c2c29107ab7b4ecf882b4
surf_Asgard_v1,53067920,9f939187,9c7bd28deeda077fef75f838548824f4,f3a1daf98be5402065b5dc05905c0f9215304200,4e5c9952b39ab46533bd579b80c4ca532b5a07e693ff0b5b6e0f0c053397a980,c89e82dbfcc8a2c20f6758fae155dbdd81e33977445a45816da05f939a481fb7c5b0ec73df47d1c4248f4bfef50bd215871b692e66a97fa9107bc13c0bd21ed0,567acd79e63ce67da204c105992aed9f3571b4065d060ca914792b0b1b2ab9f6378597f030b78c1a0b3eda7d9905e37d28712856a16c6b9759711f0327cfb183
