mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
surf_10x_final,15962572,cc742629,ce860a58e7ee30e481265c272c911c0c,05db779a1fb27fc43c15c2fb13beac61b875cb70,8bdc37c7e420d942dfe8347e8e13d17f3f588aca5212c7b50c323cebf066bd38,61df0ded2df30e7d4385f9cbc190094a3becf07b0f8a24a68ed4827ae120f1dcfa9df319eb3ca68a8f17d935aa06317ab00fcc93471d54f1bde0a27f9508dd8f,f125a264598158a4ea8a281a7c04f282cddc8293269515e79c470df80a58c4a575bab8ee2451fa3c17c9a72811f412a3055eba226bff1afe101c543ab771c2c5
surf_10x_if2,16181784,bc93b449,8bae2cfcf81f1252f1928e58fc0b4227,1b58f1588b19f21534680d6baa2ffecfb897f236,a65d847728604a3ad36f8a647305d2af26c158141a3910e056576c9a0b6cc9c7,a07de7a674238331eee750730f3db54ec52c87b335de625a3a24af9f67e99d1fb98953a192b25c5dd20d759c4f7be5043e8e959efcdd9aaf6a23e0e8d656a63e,03c5df5b794f465d01f32e9dd8e8fa4e330f31142f41501b1b3e6543d59a2cd886346f03b8dd778233b33521bf72b4784f2ab7fa24135ca4d1e6794696739893
surf_110b_austinpowers,11209156,c8eeca08,1bd847a0995260cde73385fdad40b59d,3d1539c788d36df4c11f4f82a8867ae7b9712c48,23d2c56976882579d1814e6d291f724f2136313c198f26046f9aada92d790efc,9748f836a84e252f35532e76e30ada7bf6e361651d97a725c5e5b9692252b33addd9c5c2f45730e8899afc4b4095a6a227258f3c319fc8f63ac47c082587ba1f,b22ae8a32e267e0a01d6602493b12c63fd20d5641bb31df8fe63aef891748104ac5d0415a1cf0e9f562e0324f3e5630c018306563b4c2c29107ab7b4ecf882b4
surf_2big,1885668,b31c3ae0,4f303897463537a5bfead06d447e2f8b,7422dfa50b2c0e81afc4f90b99cb1cf3a28869b1,3c9b1348335af7cbf97f805ba63a972d6c34c39ca615e622390b455eaad58242,8e2fd447a3193d3171fa2cda5bbd667d0038f00988030e612857d08fab2ac04ef8f3d13055800d3c6604747ced9c1b3301b33949febbdefaef68609813d3284a,5921d23516c17e695a610bcc666ba53f901bbe85b820735b09fd6d04e1b86ba944458442f0317de29a85f33f07967455dde0ce9609ea4660c2600c06d55f7615
surf_ag_texture_2,15512224,45946c9a,981073e0e74f53023d593972f13f3597,7327e2b161c5b58c1db17ea7281374bdffea237b,6e0aeef4aab0e54dc30af7678a80607bb646efd6a5cc23a01b0261eafc9055b6,a73fd30a017cd24c9322c7c2302123ba3d72501c8424b2ad5550d0bd0ff26fb4e718526cb1e4c4e8d6c7ecd1de792b4b85bedb6936566d6998f1f17387bc4d12,61f9fa42daadfcc8c46301db2b8d978ad0be6021c776fa9ddb4ce8b937840b0edc60734cfe7619bb22934b1136a6032e7e179c0a627b0856b450c4e457f9386b
surf_aircontrol_b1,6234940,6acbba5e,ec6e4ca6fae6ebe7447ee2ae56bf846d,584582d8318420e06fc03fff5ac3737fe6bbfee8,f6271019de82ca5ccd3e61067fa9e6db440f4b0eb8ca41982133be822f325b6f,37aaffef01abd454319a56ff1b760667b35a53d194c6be9c8ee43255837129b46f171f2f5707ade9a87a51ce85bc9f77820e20ef04a59dd440ce178f9ed8def4,fcbbc2181c72d0889fca2c5c305f04495fa9ceb7c4afce501249fa84ee2974f2e403df2d52259656ae1259777d3bb3974cd36f1161bb2c8ccab17169f232dc5c
surf_aircontrol_v3,6699440,9be82fb3,3f101c559cef96e74283fb8da42a0a31,0497c63d4e736f9928fc5d0fca927ea144a9b30b,59b448537aabd29f3f3cbf0bcc41a02581c4cd7ac62906e8c40c597e75121e54,686c08e4b580743ff80d34251275c1f1e7da0b9e2a7b54574e11d5dfbbd07912aad608d85f242be21c67a37e657e14522400d962016b2f46d251dd9376c04b1b,50c8757b3fbe9298e3734770c2529b52fc9112279f8fabd0aa281f2f96569af814f50a86c5c47f8d4ace5a7bed1a6ad5928fa77bae66540c2a5831454523190e
surf_akai_final,21901376,686339ce,fd3a38fdc23d9fe8c03e25d5631c5565,5a8608068b49cc41abe48e5c6c7e3c1f932bc635,b5938c011dce9e0acee703530b297d07c990691d3a12f039541e45da918365f7,9b127e0310815de3d8aae6aab81c206a83568ada0bf8dd8e59ca3df4bebd492b71c365cb9368b2d3d2666faa678234f6ec84d7fc6b6a1e8ed3bbdb42f4c97185,be48a4afcadced1f24fdcc7ddd859dd919b711f08839351ab84d462597ae10b5e5ebdb1f095af430024c66991887b06b0f7dd7ddaa13988397d1e42ab362634e
surf_banocanyon,11826000,3dc770a3,1fe2ef545d6d64b6b8aadd4ec4078a3d,7a3991056689b90b23b5d229d5aeba610354ce14,35b75114bc88dde092956960bbb62ea35ef87c7837e10789ea132d3f1392a9d5,65e71b28d2d610355f2273f34dd1f7a6d521c6b9e76b15ff35e35af017a2fe83e57328d5474e6bff07085a3a1f869c1ad1782f7a2bcdc25db3abaa29ce5f1044,c2f5eaeccb231e952aa364e30a48ae3ee037120cb5890c063e8f7ace57e3badab9064d20b47c98c52d85f739ea1340f90c0f72b2f583c941a976a8be8862e946
surf_bedroom,2537655,ebee7bb8,76a1b560b0421d06eb821aa651d51fc7,4d50e9444c8f0be3f3c42fa7552e04eebcbfb007,b6240dc413ec8223a870454f8a6fc85685802c116210f46264025326abc4695c,f85c787c8e928676e324b2f0bc6f490daaa51e267d58ec714fa31ac2afb5968fa30f6b93ee9739307e91415fc8c6b53859e62023717c611790a62343d851cf77,9ed84765b3603b848dec73f706294a5507ac519ad02b5bb0bf480114d1ac25a4f00c4f8c95864b7b4f81e8b28bbfa6fadafa775170afab15a99ad0c498b76bbf
