mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
Bhop_FreedomPuppies_v2,29861033,2ac0d9b1,4f9081e459d4e82f2b7dd331ee8f9e09,9c6a7a4eae9539d0bbf52b3910009033448828c7,4e1db321879c4dbf080006607c61551ea6ea29b3be21058173ab3dd02a7626dd,d1cdcbe89221504d9c4f7fe0479bf6a7b955e402c0960be2fec30e945689a9fd01a3492109af75ba264082b4c20f627c57ade39a1aac3ed0d2a7186c79d4f143,b3e13a3db17d32eed3b789dd752c7e98d485adc070b451ef138948865e894d61b744c85a7a262501db2a4c5996d14857b72d93d67de5ac1d2a157c1956550f77
bhop_0000,19148563,8ac91822,308037e1fb2a84dd6c164d98960bd151,f8505b4942858003e3da1efb8ad3c701ffdc0ea1,64f2467aeb3ad934639a9312668cfac5a229deb74d8ce4364b4fd148fe907b38,057e08961d3dbf6de72f821aa0e539981f1853c12b71099e8c6358427bbe71266add8b838748e25cd663cc26de5b9f59a87db63368aab97ebccff736067d5772,a79ba0bedf7c03266263d2917433aab525bf444be8bfcb40a8247d134b7ae0c8f57ce29bdbbea84dede915f8306f4b0ff4c00113b8316ce1184575a19c78c51d
bhop_0001,33124946,ee9848ef,516c0a440fea7dc3cb33d63676f585bf,73a4486ac864fc21938590abe163ec29affa56ea,63f81e7438213c6614266383e4f8bcf8d5a8f9ee149daf93d95c67adf4510a25,5e6bb1b880e4af2cb5435d2857bb0143beccecdd187d4a9d1341065a1949ebe795ff8677a660363a662676856f5e12e94f7d7418c8d759774cd5103c74122fba,5c2e7a76d5cc33ad2d79388bdb49cd76bf961b9d0cfb486cc73cca9d2d9943eb5d7a1b297888e45930f96b3248be1899d5fb4330338edb18fd3397edb428da9e
bhop_0secondstrafemap,190568,24cdaf66,108d7a00bc68d53a16a9ec714b92a542,7e05ca64c730dbeb5b1d407751e4c7f584de544f,3b95f9013af29641b4ab328f536e0fafc630a46c33fbd757a4513feedc647d4a,0a9580990dfe5809d1e96a9a3d41001e428441753c0487b8cd228b2d99f73889256fe27a06368187e826fe154870e9e7326d05a548a84956ecd954d2ce524917,f8f21614def615a8c99f2c03fc12210b316f5e8077b17d6a4a7938a3f8c4bec6512efd05077dcd156a19122fb1b6ec058e9359a5593133e14ccdc8c9c0b86cd5
bhop_101xp,166093277,2b955e63,bd4c9bd24abb69ff1e74e2ecf7881586,4198941edbc43776b23334279cb55574547daa0d,719dcbba7fdfc659cfd89dc6b26f18dd835f26e7fc4d7a10f53b2b26a02f5e12,fc6c8cd89eb1c4f69b3067c41ed00b97d001110209dacea13122e7127bd670f9b89bd10743c20a62e9dfe6c2b75b96e9823a9fdd977db2183b5c9253f81ee7bf,1c82df3559c88634ce399bea6228dec4b511cb95fbc297638f7a26ce3eb60629b002ec1f97fe180586e198031b187cdccd8998e3d03e700e9c63ecf0331e51e9
bhop_13,12399852,c9f9cc6e,39d4b75467f5301f7f7cc09604c72468,8218361090f535a0ded5a2cff5df4ce58c0c1d6f,92e3274d048bc4998f0d607adce612843b9d895b6a0acf5134baafe7ca89f435,83a372a2455c1db15431845721cc289fa561ee8b62dbf4954cca5987d4346f9f4264f0fdaec45485458ef48a6cab9fa7b20fcdba6c033068988af8297b6da4af,7f94b372556ce29e5fafc69e05e247e472b7d6ab63c6d5cb8786efa5c3ecdb8671257b58502be898ae46328a7cfb6728294082f6cfcf6a50fd7014c1d2fe3515
bhop_162,40626504,eb7ea252,d2c75c6fb195d86ccb2117d5c66b5315,bcb24b17ec2ee820d660084fd2f32b224dfc49ae,3be627f7ddad6b0f07868d51c52529d41311e585101340c9d152eeebdb1de817,c382211295318e3fbf79d0f3fb266ffee8a8af0547e569273c691c3a98841699422ab2d31e6e17a2460299a581a5fd85006467bd1b8372fc3c6896eb0d99da19,ad7b99ace4ab4f1d315e5b284a178adffb820c58f599d77d5cae2fedf97fa150777f14bda1ebe0bf18260b9813684897dacce116d8703f791e77eb147444ebe7
bhop_16384,4797834,3288e140,d02e860e7bba95bdb8937643859eec21,55329813c8653ed813bb05c2c20ee271bac6d7ba,7f874837eaffa4fd621bf9c6511fd318eaf030b9736499b85b04598b8d75a052,cd6039a37750de93e5ec6a92358a067e848709e69c7f0e13a2b604fafc13368bcad1f0b0d568ac83724f5538167f504be177260626c00b9cf0e09c7611bcaa7c,c7f472449235da36e5f45a716793a89b19f381effd57c5bb0db6ee67ac8a648c460f4da5862977091eaa004fdd2129c5db7ec748fcf74b405e528b657d651932
bhop_1n5an3,2538880,51e8bd51,34d69d2bc0f016bf67d6eda50e288c7b,f33756d2f7840d6858132dbdc041b109a37da5a5,ed34e1c3f632802642a6c5f793eca81350b9df29cc05d33a95f6d81cd6b078f6,252fd76f3fea2dbe158aeac4acfb73cd0cfe274dda825d1358b1e801b4f898665d9d1aed9fbf082ec5565915b1fcc30664d1def65bf6f04b5eff382bd396598d,aa9656573fe8a9245cec885cea107d2667deadd45a5e0bb20aa5d9c544d16beb2bb53a11836de64ef974e4fe4e1db729d4ddaa39a1180af709072356a18bf303
bhop_24,11356222,995b3e3e,94caa2446e3c9836a81ad3b2d0fee00f,fa36814b645222f3614e0457d9fa7707681fcd5b,f7ddb5ca8508ef75aaafed85be014fa30c3bb64188a2259e44b3428e176293ad,ceb63c215fcd8ff90a6bee91e04f82550d0ee5397ed95e7482e3c44115622dba14f39d89987fb1dac167b4f3515ff536da7a16b98e3658e5f8dec03e79220684,6c11501ba7e802034e1886a53122e6067bdbfc106f51bb0a9ea8ad94583014d840cfb1b88bec9a55647aadb8228fb20acd1759d138a2b7f10c6c2755bf6670a1
