mapname,filesize,crc32ieee,md5,sha1,sha2_256,sha2_512,sha3_512
bhop_alt_joutsen,15708983,82f8ad64,1781294f2abdc1a41982b7fd762cbfaa,86a262ded2ae0520dad9356808d6c290a0142786,c2743413edf8439e6500a54a249c31891e4bb2ccf0dbf973c88fb0d38103bc0b,80cff653b3c38d514c97d8d8caa6d8988fbf8fa9c4d3a246331bad8d545633d8fcbc89d0521b482c2b872c18e2ccbd133ef4e30f6c017183279a3adc580c02c4,519a8b0eb5383ad6ba41d0c500e9672e0ccf3dcefb62317b625ea606e11c37b739432113b7a9a608ba9ee089e2705c5f783b8aec2dae21168c60d6bf5b5446ab
bhop_alt_kirves,44210183,c6cee53a,da8b62f59f0e7f11ec76ebc331d22caa,a428060080a42c7ec065864e6dca8457afc72f85,3bf785734b08cbd41ad3cbdf81bb0e4cf5a2c92a63423a0f67780c80557f4a32,ec98d21f93fa6377d5286c35980af900355a755d92a5f439b6d314b0824b9aa6b614500a7ad5464e982560beed5eebf56435ec4c98fd031f825a5f452b6bca35,9b98f5b943222f361ea5a98e1975b954601050a3dda963a227882f5a61883a110df7dbd6e131f86935ea8f5ac92a330ab17b0a742ad738d467a4c295d235a6b1
bhop_alt_kuutio,20869997,7da5dc0f,383123d2e631404b401383bdb258d086,81f4a783e11009439bca04e767d650204c1a7f27,e69671369a0c9b55f31faa5b7ffff98c7689e4a307cec45e86c8844875361843,308c6b616e68f60edebca60bd03751f2d2b87c7f5d47a99c33711c645235994ad83b85f0a2b4cd2ccc44f28859f7449f8ca61639b544e9359620bbac817bddda,2681d1d16451c42a4925717ee879b6f7cec12ddb4ad80a4e84d74b5f69f79dc50fe70879857ca7396821ae273bfb7773c229340b62fbe8d9161b45b1b7e0666c
bhop_alt_olohuone,43128583,cbf536ef,d4d82d544b218066bb32cb0c4084a878,6b2b2c386dd4e5802e8948277713e606edeeede2,3cf983e6b7689d1861c8b0465fb1a0a3af6683f0c2286e28ada54d56a3ad8160,08007f2909509104074ecf69d1db973119cb1442d324c0fee131fa47aa15720b16c9dbfe4e2e8dd44f4f4bc98e704dfdfefbffbeb21658eda07739d314b886ae,f98842e8e8b51395022f25c389cece5e351ce4f25358a4e812d9e88988b1e244e34438cbd93be6ae47002eb96585d0512512c41d114228e3af305cd63595ed3f
bhop_alt_salmari,9062269,c2843fc5,efc254b2097c10c523fc676e6fbf9b6d,635d44e2d29c24f2bedab0b7dba3973f6c7327bc,b029ab3966ee200198b9da93954a6cef6772ec0b8f08bfe7968927c94d73157b,1745295eb47c5abafa9a3d92288de8cc28326c1ea2df0ef25dfcba853f7a0a3d89ab7331c5a837458d23eb12b87a539882411949c469da666232a3e995c20282,1ec55bc72a398ee2f1977da60db72b6aae68f0ee4ee716cefcb55e2feaedb07521b8236d6e30a0d1061e11e22a2b8b9a0552bd3503cd95e88e438ad13f5937c8
bhop_alt_tammikuu,30005162,f4beabd8,584c5d4372fbe104b8501380e92cb7eb,4ca88cc5bfff3df1334048759ad1e5c851904e54,4919805eaf1d3a7b540a82db2a777db15e74608ddd07b109473ff53573654f7b,6073f89767f22ee69575ae8098d41031fac394a089e1b62139ec6a0b071891073d161c655283d7b49c498bfc5755819fe6378c4e030298b6bbc1cbc8d8e2b257,a510ec87df09539ac6a61a512974f19028937b499552eead13e1a6234a4ccad378746e38b7403287eb18c525fc995e50c22e4415537273011bec2d0a31b1c16d
bhop_bigger_lizard,7990552,5bff6bfe,76c0951c2fe441dd1ea5fbad8566bf79,89cdf46bad929bdb45d60d195461f07291eff0cd,88968bc3280e836a285054dcc58c226f05714a3c86f80daf2962b3df34d36b2e,4f7ea6e3a028e672ef3248efb81659045e0bbb11366d3fb87dcc1884becdadacd5a9d8386feb21933ccb9dfc4926bb41bcaacbd8948f72fb3e6a8de15ace5304,c3f763afc3aa1b2d0e2a3151b55032c8580a48137342c64fbf4553a0db81328979cf2a681fdd915f6311e363664130c6eda5623bef3b1abd72c321e1c4579206
bhop_bigspider,3855692,83668cb1,a5f9fcd05372452f0b6a74e943eddc56,ae9412fcac1f7b620445aa1f57a5df0e0c7cea06,8f45b2498640cf576cac8e74a00fc5897aeaa7e737143c7accfa0c283f8d9056,d5ffe288aa57a23670f4077b753afc07f2b754f7838fdf5ab33ca1d96076407593de92163e1767f191aae15106717ac52f3adb55267653aef2cc5c9683673dbc,b6ec59c7a62a60ccb346233e007c608e3fd361dcce686c6db074ea899e56b27d66ad782eb23fe89117e39e92afa2fa6fe9533ced72445744153499fd86e10bbc
bhop_broderklan_css,27090413,f5393f7f,76ee718de32f2ca20330ffa863bc96c7,9fd1f8758347d3ac616480e43e038bd64b7b4e16,a99baf68db82a36eb185f3961a7302963cd378fe86ce7830de5ffab08ec87f3c,4fb1b0e7f2e187f219a08e80bbca414030a4a4451e646bed5052adf792806d48231528d1fc931563b1f426419bc2b7291a4274fb44ed520be98a71945864cbec,2eb7343974cb7b06cc6fb0d9fc0021e11d793dbcfa141af5f292508b0a1a8381de334d6d7466ea8c25ae303dd00a9799dc8a693e1f2ece2389e17bb977785894
bhop_jellyfish,49918850,2dada06d,7ad52b28176d749b53769c80e3d78f84,e2aa1435648e88101e724bde351ecd6e7ca38183,3da0c639bdcdd0faec7d12e8935a1f6a0b36f70d7279725b10a3a6ce8fa5083f,c2d308219ffc1550b184caef0c6a16b0595c481b20d40e2a438168b40a78f40f55b225e5ffe8897b7f956b8fed94ecb16fe4c5ca424461f6d33fcbb9ef0278fc,7b549710bb17da0710410af38d26d92db5b1545e6103bbf9da9432d18d11c62a63cf344b586f30493bfd64dfc00f84c4164ce4a21f9f7cb3195319a1a4df8bec
