bhop_3x_longhops,1830928,dbb747bf,ee06cae5ba04503290da62f9cc878a15,5453b7586aedcf8ad7a66999416306729fe9717b,3534a3f1bcede3eae70723c8137d396f761eb1fd9fd94ea11ce4eb272e55d4ef,e8a76a5036f3e56827d51edb4d64d08c811074d8a309f311e044f3c462dfa7643500718b1590f5ee549a9b5d54cfff89332d4ef0503c4e061f51c721e5be6fa6,5101bdcb5a7536abca33cbc01339d17da6d908f1cae2d0dbb7a5e4d946f3b8c2afd94b4b7bccd5c7d703afaeae85ab29a3d5657cd6520bcbb43474f7fcecff35
bhop_400g,6347040,4eb1a207,fcf475835768564b42c645859fbca0c9,0d29b446064476599abeb156745f9be1d63c36e3,115d2a92f64904f8575866fb54bcea34d43aed5f76a25317c0aa5654dcbdad6f,39abe47ed026c69fdd94000b9ce04789321aa11ad0e3698db01b80ee1e85b2adf436436fade984d19ad2184b288fcb3bc393209208fb3c050373490d79602479,60c27eaa5a181bb588da528138ac5990cfc3a2fe5f8a7c598b0318a3d194536b13045a7403b83588d16171f7dede43f4b498f733dd4793ab3b7f1d0fa0425b74
bhop_400gez,5519112,6d1de4b2,805c647280b3d0e2e8f01bc24422da4e,a1ea188dca0822bbfb3266614f459404f3b394b4,a9d4934265008fa0b0bc77ad15a9b8b088b89d9a9278d6289ad195260499e828,5590d639b157fdd48cb4a02ddc4f22bcfb1f07e1463f609b53d3305e6346cf0d5a063f8b371110087bf697e8ce54b40df50fa3f4901aa3a9bf678b6b36ce86d0,183b7d1314d9ce19ea86933e51743312a217e934227ef6273477931e2fb3dbfb91d8b90f76d0480acd49531bb961795427b41fc7b305b00702f0f43bd9711306
bhop_Ak,1504268,50f23ba3,edc78fef62701df8e6a08067271eec1f,616db5d30a7fbe2e91e86505b6bbfe1af3eca03a,4236c319bcfd03042357db0d278c3a8d2b93f75d82d04e433732f14205b0b93d,fb0f5737c1efec758557d8daf684a0ac47ebaa1afccdc6302acdbb5645a843c0b97606e25429a58d4ccad66b56c3274ec632f828c0d32ec16d214b874d63826f,fbd362c0b382129855fcea61dff97033e6d409737e312026891dfe9ecf2bbaa87b1842d0a9bcb8c69f2415bc47477bf4a114854e92eb45345602f4f0c6a1ad55
bhop_HEOH,3514704,c7ad8ebd,83e7a5de9551f75370550723e6ff3a2f,2cb4f341947a7bbaadbbc3263519df7d4eefa780,0c2cca071ddc497ddf984f42abae8345b8f2c50e9e4ded9a88cdef415ef7d5f4,3678351bca25daec70fb9665341cf7c53572146c7c6d3eb6f71e2795cd13f7be9edb595716f2369689994a8235f22ac51ae196ccc027c2884510a696b310d4de,cc43cb9092c1399043ed734d53d05bc2eb97faf0b43ed9d3e8830ef502885dad73177502a7755fc1033fcf3b2973ef5f81adfe4badce58cfd902ad4344f276e0
bhop_MoLwiz,1342580,40d149b3,bc89c74b1263c47fdee0c8a74664cc2f,a15259a5e954b82ba42e24f380e8be325d9265f0,11c3e7320a360a963fe032d506dcea6ce00f446e64d4387137f72caaf7ee4058,8a340cca0a7481c6d0c14b5c3ea32f904a6f871dc5ec43047cbe21fe3e89a6385c397b9b87d4cca544067574dd01871087294b44867620dd22ef80c70924eea0,e54e70702f8b06da01919dad750caf9dd78493cd20ef572b14606dc31fc4400e9f4dc3d4c5fefeda503ec9e33e9c152dbd641dd2795284765777e157cd72a4b1
bhop_aeonflux,3424264,ef8b28a1,101aec1b9a71a7389507e4b4414941a4,8ff5128e5818dbcd70f7edda97fcf0d8dde97c61,e30350438eedac54532c6c23fca16b116b783774013ab07a8475bbe44f6f35f2,4762b274090dcb9058e84d632f0a31b3a294ca9601bdf79ce6b1389d8a2f4c6db254e518818c57574d44de00faf7829d50a95c5b03cd5804d0d12def0ee0c48c,69572e2d4fb2400a305c7d4ac89b6089e92fd2e126b06a18549071355bd9945562624651735eea1518dc9d1f29721029e929ee91b8361c44e388a66c162b043b
bhop_ak,1504268,50f23ba3,edc78fef62701df8e6a08067271eec1f,616db5d30a7fbe2e91e86505b6bbfe1af3eca03a,4236c319bcfd03042357db0d278c3a8d2b93f75d82d04e433732f14205b0b93d,fb0f5737c1efec758557d8daf684a0ac47ebaa1afccdc6302acdbb5645a843c0b97606e25429a58d4ccad66b56c3274ec632f828c0d32ec16d214b874d63826f,fbd362c0b382129855fcea61dff97033e6d409737e312026891dfe9ecf2bbaa87b1842d0a9bcb8c69f2415bc47477bf4a114854e92eb45345602f4f0c6a1ad55
bhop_astro,6674224,e79c47b,0fd6f5757129902a6187518e64becd60,92c02593309e3183af52850909bb39535dd3895b,a54529cbb8f1d6ab32a555aea91c3a8b2b0cab104f2e1433bd5feaa01b6fb215,f1fe81e2d2fbb2b209751b6a8832e26c8a2e40ca5b5693713db20bd227fdd010f3d5c73b31fe0c09b6c616b6baf2f52fce2fe53673bd821100020f72ec920f1b,32feb86007fea816f61e823130706514e28beb10ee74ced84afc3342547220007cd7b62d521e14cbda9be93fdf33b0143fcef9c04cad8d8fd14710336866c895
bhop_avantura_cw,3831884,3309a3f0,0224ecab753d94a7397eba24a646f14d,bba519558f8c08322b1afcc66f0e9d23c08fac69,6bd39b713020ae099e4884f0a29d92c8f7c927881c57c277d8a294d427ea6c22,bad715ef4c076c3217def807b71d69b4ede82f5a80f970a3829e10c4152ec5878c6c24a632b116f53001d01143998cd9f4c570459e349f2d14e4bae5c0417d49,b94877c4a523fe198300e2bb5b8d57c10eb5399d51f5d05a3819052079bd7edcb965575cf7c076a4589ce48800eb8ba96a4dda2400b2ea1a5b922a3f2ab503f8
