PS E:\bm\fastdl\hasher> cargo run --release
   Compiling hasher v0.1.0 (E:\bm\fastdl\hasher)
    Finished release [optimized] target(s) in 1.87s
Hashed 591367786cd46743407ff34de6c11bc86b3b3e5997225287141d8f35a5863714a920fc4eff22c23017a0b2e23ca286d5070594908b3786874c316136c311d06c in 0.1330248s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\de_train.bsp
Hashed 902b113049c19210f94890021d66946fe2980f04c793995074d5a407c3469b0b55d274525cb478b52caceea0712b2ffdf7adf8a7a34cc3e37401c6ef815288ef in 0.1159090s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\de_westwood.bsp
Hashed 8affe31d1b3a7eacb3665b208f14d342bd1ce48c71268053482586b01bac6c5282281a5c11c994fc800b3628c2151e220d223662516d7c2b81865ac3ceaca4ff in 0.0377258s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\death_run.bsp
Hashed bd91a4b3ccb0cb5677acb2d13bf6a7c62b4db3b0e067e56abc39c2b4dc1ac5dd29e229f428eec113cd3375fe7b674bfe18e1370fa4419ade6e39756bdd7b32e6 in 0.0665295s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_3_floors.bsp
Hashed 755d1939fd853f4c19b0d9e952f259277bcb9c8b09ed0cbeff598165cccb082199be7b2da765c7588260c2e3494f0268e8b845c4ba7fbf87b69b3387f9e7661c in 0.3564796s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_KennyWonderland4.bsp
Hashed 0a383b27339ab5fd40e423e0b76f3e6a10e37726154158efc3b8f7b4e7e0d5c4e533a9c5e05f5b9f013213eafea073477f5db3a404ea2d43c25e937dc898dcc6 in 0.0956737s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_akai_final.bsp
Hashed 124b96ebbeba5eee2dfd15a513c8b9b9f20f9fe6a0589bbf646c24728620445a034975842e6ad09aab81bb1d6cb0597b5d374bb016ab491d0463e0534cfba42d in 0.0863750s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_akai_sup3r_f1n4l.bsp
Hashed f797f04eac49c2b5771ab12b69094eedbacbd114bea2549dc7e9f8b900477eac945f2d7f63f64f0017afb29e4ac6d081079330b8668e26ef4941fe3ff0a1086f in 0.0528445s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_arduous_final_fixed.bsp
Hashed 5de8d3067954737adad29371308a29aaaae30291e29bea54ecb15005adcbef34dcc30dd7a68ceecaa7931aeae1c67bc5a44119ca396ddea0f5440d7749a3a1cf in 0.4137288s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_ascension_beta3.bsp
Hashed a1c4719b784a1060fc3d9526b8c9aa2902dd192bb2b8407d39ba44b146428470ec816a3875c3ce1422a4215bbe179bec90064123ddc7179407b1a40cabd5247e in 0.2738459s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_atomic_warfare.bsp
Hashed 3ab6c492f901ceb82cf2e0a8d81aaac70c9e78f52de34660deba279394cf03e346bffae610a17bef729b56b22c24c4a87e5f441f5aab2ad77ca1cef4bc35002b in 0.0712171s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_aztecan_escape_v8.bsp
Hashed afabe5a6b1d1f268fc332b16992c4a815feaace19f4c2b67a0ca9e9b2ee0030a2d2f747a33d12a7ebd4aac94f36b7489c0b598c57117edac32640932fde19a86 in 0.0859754s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_blood_final.bsp
Hashed c3592b5bd526f660334cdc98c8233047fb0a67d8ab27f67fd44ffd6e9834ab0b7e2a9d0c64ee05de4b1b278d628531afaadf9a2801bd335888ca43f5f72e6ece in 0.2414606s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_cb_egypt_v1.bsp
Hashed bbb5d989fe404598eafa68afc41d10d413dca716f961e435c0399a039e074a72b57ace658d3d0eb5c07fa6b6b50ec2a95992244d211b8694dc17bdcc20b0dbdb in 0.0553016s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_cityplatforms_v4.bsp
Hashed ebd7573c9caaeab43dbd2c42b635247150f033143e3cb43c8352d2bc4850cb45c563746458313b22cafef0308b0792572350e6bb415e2889bc33fa1214dcc549 in 0.2048458s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_coldmetal2.bsp
Hashed 2e75df78a7b534b9bb145dda3836243a6a255825433cc8a0d1329e4e7606c29cbeab00872a34a647e50b3b7d2065d681e944e3840bfba8cb88fe5f348bf794a4 in 0.1050310s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_cosy_v4.bsp
Hashed b8605d774910eaae5bb0c84b4cde5273ad98e88a4c22e2333fed9fd3ac474781a108acc5fbeccdfce76c8d4736c51e9d5f8c197ebec5d068fd8b90da4f024f8c in 0.1127667s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_cx_hard_road_f4.bsp
Hashed 7c98e91a646f36785b781a180aad83bd6bc2b0f637bbc5551a0ddba79b4e79b6459b60efe02d912d585c1d514e71bb1603862b60dbc11f9ad51ef3740b97bda3 in 0.1239178s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_dark_energy_fix.bsp
Hashed 8d93a793905b8a37cb2f7f934582871d796c7107909b5e70349a63fb2182d58465af2df668b334e07789dee5474aed0d2d47122e4ad5ab76c6dc83860d40722d in 0.0838606s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_darkwoods_v4.bsp
Hashed 35d15e056d19ff7cfed8b1b5f38588eef7c110122c6ff5579926c39e9b79cc4ce010bd14a62aff1d42c45d87e6d85ef9a4d188ba84e1291ea7df899ac98d8366 in 0.1211099s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_deluxe_beta_final.bsp
Hashed 45d21f0e13c5d465e77d3cec0c87dd6ed2709c42c957594c69df6c048e75797583c52e6519478c5b037e2839afca4ebe0baa84462e1387f57d4c157c83f704ea in 0.0680132s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_demolition_texture_b7.bsp
Hashed 0b26a1553bce51c3a04455bb018d50afce45d0559c6a54dd1883c689013c207f522c6d0bc11bf10a0f901646f9f3e7d90393e09fbd1139e4738911b4eb1f32d7 in 0.1199780s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_depot1_3.bsp
Hashed b196ea4a2d9716fc6e42ddfb3c28a19353979b9db46ec5de12f08eada8f24c5eb161cd7eb4b40764a8d139f1d56dcf8ab006539d409ffd4dd4260b7d9a8b48e9 in 0.0526056s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_easy_refinal.bsp
Hashed 8caec14d6eca87abf999fe79a54fdf56aa241a55c53558a17fc599e3be3ef9fc18086217a865f0aea9b73a36eb50c51390b9e41c093c07387e4395ec19e4a96e in 0.1745553s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_ennui_v2.bsp
Hashed 76950338b39e545766a0bfaa8eb7e88b0d792283c1f5dd08d59a104facf69e3f3148f7b2d3100be406ba7dea9193dd035e8191d528f85d1264fe5c70bc8c24c8 in 0.0701947s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_erotischer.bsp
Hashed d47276e972901d3c85fc70dd97fb9a25768bbde2de77a82ea164d57c7e2e6118783d640b330637606735afb1b272359fa9a56b7108ef00d084a8ea247289c9a1 in 0.1383427s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_family_guy.bsp
Hashed d47276e972901d3c85fc70dd97fb9a25768bbde2de77a82ea164d57c7e2e6118783d640b330637606735afb1b272359fa9a56b7108ef00d084a8ea247289c9a1 in 0.1401767s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_family_guy_final2.bsp
Hashed 5fb095f61d37dfb7e7819b7d731b7040b9e22992e1e02242479f4a6d6c2619641df903c52396c1193ffa0f619af347672ead8f34e14a5c7e9350d2c28aa13cb6 in 0.1161885s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_foundry.bsp
Hashed 3ea98b4deeee01cfcfd87aaf52cbdec53269fd44d928255cb5450dcc2a3f6e928e88d6a9e9600f22b1ec7b600c00e687f00fd39c6a365f8dbaed8fbb0fc8b585 in 0.4800540s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_fukyea_reborn.bsp
Hashed 1b2b5d0f32e281c6ec3a34508bcf28a156996119b07267234d1d058aa6c476b995466fa2be080f08384664691f5a8e0802c3213269b0099473188f3b7342b4af in 0.6090892s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_goldfever_a.bsp
Hashed a3fa8a128bec848abbbc386c2086525d5ba22472a2aa9dce7d159eef58154e99670e19d816a5e7372f1e4568ba23405c1c72acf2dd3625326839f11e5fb6489d in 0.0627712s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_hauntedresidence_b3.bsp
Hashed 3a4dbf4b0f910640d11d1f7bbc558152f6125b256f9f9eaaba70e7de3b86dcac15072b7df1904fa0553fe78447d316d1b49236e2e343f05509c6153a6901cb75 in 0.1732352s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_helix_b8.bsp
Hashed 0b44e089074db8ea256bdec8a1f515de62c1c07dae0255251e44641b6214d01f2f8717dcbf7358c19a0310d13a887740d6ded8ebab5d90618f1d9611fca1f199 in 0.0851560s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_hellz_garden_v1.bsp
Hashed 6e13c43fadcde94aa82fc69a5f9f97fd12d434ce9cb6fdaf593c034fef880fa5969ee2c7cd14421884b2bb416781e599ef00e9d64616bccf8dd8738c62131104 in 0.1591866s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_holyshit_final.bsp
Hashed 9b47d8b6f36d53678f30dd567a219e5cc8960e7b6f3cb24d0d93b056a1e34a45e9902e231449d1d4d439c7ed8017bdae241e36576e0ad500a630f332c7cfeeb2 in 0.2279873s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_holyshit_stable4.bsp
Hashed 065827186d3937a523959fe99ffc4f04f079d15f9200751b007e7437a71cf958ce13d516c18af9f872fa4413126ee2951eb6e3c652beb9a4dcc2972bf9d4a30a in 0.1714109s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_hot_desert_v9.bsp
Hashed d765a93e8b85b2dbf8dbff90466d205c9bf18e3cdbd1bf452ee376f693f23f76a1392ca7b521c133047314d770bd67df9ddf4fd70a63d6b978c261fbb9193c3d in 0.0964120s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_iceworld_v2.bsp
Hashed 23d17b5610207214f587f6fc7a90a19fb1f81de800e1a5aa6e3a05145ca4cbb3005e4323a660ef8f56315c9c877eeefe54d8a862d09f8122d4ca032615d703f9 in 0.1036631s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_iceworld_v2fix.bsp
Hashed e4868cffc1a162cadbb4e8962551da460ff37f1960816309863bbda2e6a27b3f3234ee49261aa29c596c771adfdf3333fd6f08dc63ed9183c82daa13fc72bf0b in 0.1234115s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_illusion.bsp
Hashed ec08ed595d5285151766861d4d64190b665e98c2dda692209afdc15b5ca12bdee94b43fe7f77186fb2950fb0d6b981805c6d36d002c1e56efd3f91cc62682249 in 0.0918811s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_indianajones_v5.bsp
Hashed 43ccfaa62f195889e0cc3b938cedee0b4ef3d6527632d2a2eb8ea75a900a1c178d08e4c9b1689b0fb8c576cee0c017a7bdf50d82e59beda4a60c931b36acb558 in 0.1184370s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_industrial.bsp
Hashed 7f7ee008edf53a8d8b7559156cd51fd688963ac5d5ddac4714dbb88e21f3e0537a70337cb617d10944ca05a04fb55fff37734f90743d2ce3535927d3dfc8e337 in 0.1774603s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_lego_world_finalfix3.bsp
Hashed d6343b81bcf342ae9df52197a5c9f876d76ceeee3fa3c0d76b166034d09c27cf50c930951022f9877affe2ea778bad25b1e2917a6cce18c12c4f4ba39cbc634e in 0.0746585s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_lol.bsp
Hashed 0d695a04f071f3a086f3c17229c2482397e7b3d90dbaf84727ce9a83c4c3a8df37cb5363dc2f12678577a678dfb23f03494aa83e17c521e82ab3e1dc49eb2a88 in 0.2567692s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_marioworld_final.bsp
Hashed 9ee3d6f4245c5e9a19dddc5417b6eaa8e89e49c1304dbfceda8d41846810da1a444ef73131776d436b7859ee9d585c9494538c0da7a4c774739d342710ae296d in 0.2372409s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_marioworld_finalob.bsp
Hashed e3f9559111daf67ee85aa485df57e39ab5a56d6077ef93239a2a296efe8b122a59a95e8fdb1852d077c706204dc5eb78aae8ba6ac46c131d45e0bc607cc13f61 in 0.2413798s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_minecraft_pyramid.bsp
Hashed 9328a1ce7566033fc3e67b2ffc360469c690431b7cc17bbd752c89471ca393d5e2e4b94bc966d9cdd17630963caa8c45e634ad8898a1b4bc1066c72042c5eb35 in 0.1219644s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_olympian.bsp
Hashed 4ba1381546bd17948595541601599fbf523d7cf3078ce2122de375dc09a8bdbf167f89b5646f05971bfed40453bd0d8b622cac788a2f5014c8c5d06820d289a0 in 0.0571644s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_parking_garage.bsp
Hashed f9e6ba85381db522b8a6011e2d41711898d1155db7d757822fea17400940aae2af2c8597e7d01c87e7ee19dbe4401250d953b658efdaceaa1e4a2d1eee9befa2 in 0.1107083s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_poker_final5.bsp
Hashed 4c7b4eba6657578a3adf191060a063c98cdab8b49d3466afa0e41b90c659777d273ad27352f7585b09f1d04f147b75c784d8fcacc8eaa1e3561cf55e94c7e417 in 0.0968361s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_prison_break.bsp
Hashed bfa6ec63eefbfc791c7eb536935924a84198f70976807bf65340d2f5493a58ee2e2cc0fe92fd35e696e6ddc69b9df1ba991c3d445c0ca482db1c194d9827e42b in 0.0910329s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_ramesses_revenge_v3.bsp
Hashed aeddab7cbe5619029d7e5be1fea9b5b341ff46d073f07c34c1de763f492a2685ae5bbc32ff5bc150e7f178f9ddac32b188729fd0fbb1e2186fa908775d2bddb0 in 0.0748090s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_ratrace_v4.bsp
Hashed 13c17c997dd2c28ceb6bae11505c148ba5e3fdef3ada31b5f2ece73734ad5d88b15145d97285d7d3ce3b871f19dc0ba05909ee3d30ba52ffbbe21602c1db973f in 0.1307722s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_rocketending_v4.bsp
Hashed 3f02ed7f4e3a544799152ed93454735a72c007da5fcea25956f006bcf987dad87dcd3c09d0a2361b4e690423de1341e9c1b7ff705bc19618244f826045b4a3cd in 0.0613137s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_sections_fix.bsp
Hashed c9d64afa575b4f79d6a9a4a5f7baec85b4252ff43bd677b8aa1d37a83a855a52b9b47fd42ca385c52f3123865a2bbfc015bb500a2c9116054e62ab64d7cc176c in 0.0735250s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_sexwbhop_cage_v3.bsp
Hashed d916a4b374dedc1db3ada3ada0e0fb954b86b2efc994979498cd0bbf1c472694e6040a5b747057fef30b4db5a79f34ba8f844f647e497955ff4d47b548054bae in 0.1122217s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_simpsons_final.bsp
Hashed 8b8a55bf22162cad1ab85932fc2e7227fad70d26a76c1a90bd7123bea583567e7c206a5f31f7e45cf2083587824b05dd5fdc9fb74e6a6857902f757bebe314c9 in 0.1674514s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_simpsons_finalfix.bsp
Hashed 0e8c7bb4a2029604a80c5880307e9fb77d7159ecae9a92b9e270533681deb5f62e2d5b1f1b6f033f73bebeb78a8c56eb9f37aee3402e1cd85fe098e2126786e2 in 0.0900505s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_snowfall.bsp
Hashed 36131cdc6e3c974e35394c2d78e1352b1d54fce55d535acc214ae61df0411e8fb6d595b222f87c891ce51ed67606f8d8d8ad9a81cfeb78456d02a6ed4edfa968 in 0.2493255s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_sonic_fix.bsp
Hashed 31ac3ed4b3a79d4603833ff6d07cf1f17ed8497e71452bb6f04afb4fefa0ea5535a190c9ee15b9e10c5fa657cdb7089a665711d41a085a929508d2f70a34c62b in 0.4064392s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_spongebob_finalfix2.bsp
Hashed 153468e6b035e1961a5592ba5ad45b3e60c89209b4c6c244f63269a03dfed474c043a1a3a331a99deaaf7eb3d8f38108b9fb22c5c950d543c95aa08c0c6cae5d in 0.0686053s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_st_pyramide_egipt_v2.bsp
Hashed d8993853d2ba184b4a16247b797703136b2e8df24308ec2b0fb51e3f51abc346ced78be5f8fe0828106e94badffe94b2dea63eacec41e2ee26168f298aae638a in 0.0830213s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_steam_works.bsp
Hashed 5dec036678c8c96166e9af77d9abe00c7dae5f437d9bdef44f24db19015200c20fec26ed69735dedb664beda72c1fddb9f3e0aa41ef63052b666d7ee02618411 in 0.1110044s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_steam_works_fix_1.bsp
Hashed 3c834edc9a74c50f9ee8aea8c3e5c9bb78537f77e6037ed5e2a5246d36ef158802db339364a96286fc46e0d5ddd5f8e90bc14519e355f312422b4031e27f086d in 0.4234375s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_thc_horror_rc9.bsp
Hashed 6d0f21539b1f759481fd4421c26562c7ab81f1aea2bd593fc9e1d974863131ef924a98efec92e08d113f8884e8ac49890c3f0da0533b4597e3bda3a60fad77ee in 0.0925035s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_tp_percolate_oreo.bsp
Hashed 32b3a72511a35808e3c62f5757baef9e236fae6f3988267c291d2dafd2c424c95b8dd9e969ba66bbf23a339a7f6ff645636914a2c41e826792c921c9cb7d25ce in 0.1019977s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_tropical_island_final.bsp
Hashed 1331951cb96e36229835d727b786aa93e056aa8712dcb2278b56f58e55e5ab92b1e97736eb32692102bc851daa25fc441c166cf23d2ffd103b7a64a298748f17 in 0.1314602s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_winterland.bsp
Hashed 42aa2d398b9de8913ced8c98f8ffc2fd8ff120be3744f1a5d3468d43e16eb502388dedebc6432243a99822a9e524624decf03abb8cb72fee7f9933b886e84c3d in 0.1337138s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deathrun_wood.bsp
Hashed d593cdd1f4a3b0de1d22cb46c1d132cea66f9e068b4bd0bbbfa0c92d2a2b62fc97ded6ab3d7d9310694e51d19c73cfc3e942d9be59509b3c0e60029e31aab369 in 0.0780423s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\deform_map_1a.bsp
Hashed bfe31fc1f789f67e19dbd761b6c8f3a74878ab433f20c69aba72cfdaf1c84b87713b75eded3093361e6ccd83f6bc149951b87af3e114126ffc7fe62904740f0a in 0.1890913s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dev.bsp
Hashed aa1e650216f1a83b780754dadeb6273c0d55c5d93a632fd4cf2b84122526808556a820d1cd97e7d44df522e0ed0312ed1432a5bb856cbe494b9dd5eb8b5d08ec in 0.2700197s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\devlol.bsp
Hashed 9a45524ee918bb0ac37d9ffb2f3923406ef990777840ab8e9dcc6c34db6939371e81c71a381c596abb5fdcd88f0e49205b25e8973b7ec450d717cd40300174ef in 0.4757036s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\devmx.bsp
Hashed 0ce129b4d26afff6aaadb2a4861098c61c7a2553a43423f8d68de13ac3422da8e90453936c88369ccf99b575c51db9ee5add6123f2307ed3e58b01a3af8ac025 in 0.0643627s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\devwoalolz.bsp
Hashed 27313764401367501609c853efa8a9e34fda1772d5f9fa1c59aed92c11d0b273f261be579f4105b83ab32ac7a4dcfc127503390b5486c2233522b2e937844682 in 0.2255828s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dg_abhop_panya.bsp
Hashed 6ddac3b0528eb97d58fb996e4b8c87db88d2fc3fef99141aedf69d355b085782c280686f3364042b53804833f99a0835d5bdc5574df2040a8cf91c50cbbeb601 in 0.0542644s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dhacks_bhop_bro_a6.bsp
Hashed 94bd93e242449db4e268a7e849bbe18055712ea462d7fca06f7915a62826466e70ed08aac0b64d856d19c286d7bc2d53ae423fbf9d82dd8d5779f1657df710d3 in 0.0666755s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dk64_tree_ibp_v3.bsp
Hashed 78d3a2c16175276db1017b68259d7bedb0b2f144d27ecc3dc07f5529448a886793a0c9d35d9995f49a5db1d63d58ef1ede4d9745022702c9915917f7f348e672 in 0.0971493s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dm_battlecreek.bsp
Hashed 8f689fa3f28e6f24df980007f558ccebbe7e66812c028f4d5b8c6b5ee1ccea387f6622418063e3a7f1cef495b9a4beae3138ef520d64335c211c9b071a9f2147 in 0.5169399s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dm_nuketown.bsp
Hashed d3b3e6c0d528cc1378a8dfee7d329ea1354f898670e3354c84bed8358d62e67ec9de4bc3d368ec8c0e159e724021e9537a6c835cff19fd08c9eb3bb415e9aaae in 0.1402697s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dm_riposte_ut.bsp
Hashed 53ccecea506f9fa07b59534314599d016f3ef9d264d838a03abadc8be50ccacf0e647c4122e37f38d1c0a60f32689fdc41af7d2cf71e5689f36021e1f21c54bd in 0.0900373s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dm_roblox.bsp
Hashed 04df5a736e34383177dece24ec91fd2a51016fd76cba34695650c12b6aef58193821ef984950ca8e923bc515cd56904136d7a91479a422c798ef4ef7ee9e5e20 in 0.0523472s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dr_hallsofmadness_v2.bsp
Hashed 5750609c5ff1126fa3b886d3e09098c810580263f664ce18f66921e197ce663118c989d0cd169cf140ced005f8c8d9a135cc6b9aa5e5e5d4f63e1c054e4346eb in 0.2163247s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dr_minecraft.bsp
Hashed 7cac7e05ed642a444540652b226c0fdb1b041f908532b43eef3bc3724b296a61a71959c260480db3e2d0f24d5635bd730c8e5aa645323de030f4fe97f969332e in 0.0636434s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\dr_suffering_b3.bsp
Hashed ea5c52ccfc855915e9896a594071e18f29e8075640706be559f26c71f7d0b088e5d89f0f635b23634213a973ce8db852fe783e578bf9b0d1fe7fc7c1debc8087 in 0.2142906s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\drdre.bsp
Hashed 0068d9528eae1fa9c9281f0671ad2e281e800a884bd70c6c43d7920e9c07ddbb62625f82c726c7d6e826cda47a55af22bc3c69ab6dc63a5c2abbf440cdbe3beb in 0.8038966s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\duke3d_hollywood_holocaust.bsp
Hashed f45e607f0e917ebb67ffa31b8cfc43d85b422dfaa0f90367d90f32d8d0361c6c22111c062481e87fbc9ff9754a89e25db79c59f0d540a372f6336d2d8b4866da in 0.2821635s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\duke3d_hotelhell_f84.bsp
Hashed cf17b554cb9eb3d73987abbc3dc82684d94ba5b85e68d76764f7385e278ee94914e0856e23e9e28dd1572e8b3ac0bddeea06a35d6c31b8477e0e46679c695c65 in 0.0188106s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\durrr_dsickoteck.bsp
Hashed 51c53325e85a19b0aa01a97da52a3fb673653a536cd71b3dab6f4e856d10ca4db0432b13a777b4c4552be755eb47469414df978377a47e272696b5c6dc10fc28 in 0.0299960s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\edgedraw.bsp
Hashed b39027cf6bf721a3463cda66b78d691d04ad8e52d49fe62acf64b4bfbdac3ceaa4ffb4f37595d67f1281647b932e59dd36842e1d66cdf2299eab2a326cc793be in 0.0168123s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\edgedraw2.bsp
Hashed 94bfe782cb42f7779268a5675af53fe9e2d9155f354d1ec5c7050913daa78be0f873c1b378f729a55a0e6f25242c38a7b21b8c0a68a7b2af1c0d1a9e35a83da8 in 0.0193515s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\edgedraw3.bsp
Hashed fdd6fe53d8c453676b84551e9d736655ccf65ac0e81ba1a5caec090ba98554cff31789886243dfeb23c36e6164ac355fb205a9765fa9c5262bf8f890db7a3a1c in 0.0218545s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\edgedraw4.bsp
Hashed a9e34354e5945ee2d9b1ebfaf2e3253ecf4e223017f3b96de2b74986f3089bda8d6f1d7e0c30b1a30e842761e27a465d029ea07b0d04fbfa3e85f0255d0ebfb0 in 0.0162191s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\egc_jumpalot.bsp
Hashed 08bb815a181d7f7b4bec6d37d556ce7941ba130bf82e51de3a8dff39030990e479d565831cee8c80cc2b4b89e06e1ca2ef76c72af9dea0e532279b8876d07674 in 0.1688244s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\endoslide2attempt2.bsp
Hashed 23b73e81d027d7f855d5462608c06c75e5500edda8ffb7423f72fc2b601cd456124097d737b3efc71d50cc3d31e90775411ab2d01821c547ff72f01027079d54 in 0.0641277s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\fastbhop.bsp
Hashed 70ed66f3cada381310b5e1a4c7abc8bac7621afdf5af7da5052086c9dfb536e3e3cf4bee6d62aaa7ced328f368b551b8692b72b7b764c6b518022e2c217c9c43 in 0.0257981s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\fb_extreme_jumps.bsp
Hashed 4facf88502ad7928b2f37d08f400e4bb1acd8384df8e9fcad9c86234c197614adc07b0ab5953982b20702bcc90079d4556819a26c713c837bd69e9984458f4fd in 0.0202180s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\fcz_minibox.bsp
